,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
238,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
239,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
240,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
241,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
242,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
243,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
244,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
245,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
246,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
247,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
248,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
249,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
250,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
251,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
252,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
253,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
254,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
255,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
256,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
257,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
258,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
259,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
260,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
261,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
262,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
263,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
264,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
265,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
266,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
267,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
268,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
269,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
270,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
271,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
272,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
273,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
274,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
275,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
276,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
277,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
278,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
279,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
280,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
281,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
282,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
283,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
284,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
285,In-depth Cultural,Scenic Norway," Oslo, Heddal, Rjukan, Hardangervidda National Park, Bergen, Voss, Naeroyfjord, Sognefjord, Fjaerland, Loen, Geiranger, Dalsnibba Mountain, Lom, Lillehammer, Eidsvoll Verk+8 more", 8 to 80 ,"Boat, Active Adventure, Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+6 more",Globus,10 days,"3,269",129511
286,Hiking & Trekking,Norway Fjord Trekking," Bergen, Odda, Folgefonna National Park ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Explorer, Sightseeing+3 more",G Adventures,7 days,"2,749",115430
287,Explorer,Magic of the Fjords - 7 days," Bergen, Balestrand, Fjaerland, Flam, Myrdal, Oslo ", 18 to 70 ,"Group, Fully Guided, Sightseeing+1 more",On The Go Tours,7 days,"1,515",92539
288,Explorer,Magical Fjord Adventure," Oslo, Myrdal, Flam, Balestrand, Bergen ", 12 to 80 ,"Family, Self-Guided, Independent+1 more",V.O.S – Vision of Scandinavia,7 days,"1,118",226351
289,Explorer,"Norwegian Fjords, Charm & Traditions"," Oslo, Geilo, Flam, Voss, Bergen, Jostedalsbreen National Park, Loen, Geiranger, Molde, Oppdal, Lillehammer+3 more", 12 to 75 ,"Family, Group, Partially Guided+1 more",V.O.S – Vision of Scandinavia,8 days,"1,509",226242
290,In-depth Cultural,Norwegian Fjords," Oslo, Kristiansand, Stavanger, Bergen, Sognefjord, Loen, Lom, Lillehammer, Hamar ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus+3 more",Cosmos,11 days,"2,419",130457
291,In-depth Cultural,Best of Norway (9 Days)," Oslo, Geilo, Hardangervidda National Park, Bergen, Voss, Sognefjord, Geiranger, Lom, Lillehammer+2 more", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Coach / Bus, Sightseeing+4 more",Trafalgar,9 days,"2,723",103091
292,Explorer,"Fjords, Charms & Traditions - 8 days"," Oslo, Geilo, Lofthus, Bergen, Balestrand, Loen, Geiranger, Oppdal ", 18 to 70 ,"Private, Independent, Historical+1 more",On The Go Tours,8 days,"1,775",218490
293,Hiking & Trekking,Jotunheimen's Peaks & Lakes (Self-guided Walking Tour)," Oslo, Bygdin ", 12 to 70 ,"Family, Self-Guided, Independent+1 more",Traventuria,6 days,"1,468",215535
294,Explorer,Northern Norway Explorer," Oslo, Trondheim, Bodo, Lofoten, Tromso ", 15 to 99 ,"Active Adventure, Family, Arctic, Northern Lights, Group, Fully Guided, Sightseeing+4 more",Intrepid Travel,8 days,"3,965",126471
295,Explorer,Norway in a Nutshell," Oslo, Bergen ", 6 to 65 ,"Self-Guided, Private, Independent, Christmas & New Year+2 more",WiseYatra,5 days,"1,278",237122
296,Explorer,6-Day Scenic Sognefjord of Norway," Oslo, Myrdal, Balestrand, Bergen ", 3 to 80 ,"Private, Fully Guided",Agate Travel,6 days,"7,699",238574
297,In-depth Cultural,4 days in charming Alesund," Alesund, Geiranger ", 5 to 80 ,"Active Adventure, Family, Romantic, Private, Fully Guided, Christmas & New Year+4 more",Uniktur,4 days,"1,182",132527
298,Explorer,Tromsö & Alta: Arctic Northern Lights - 5 days," Tromso, Alta ", 3 to 99 ,Family,Receptivo Aborigen Tours,5 days,"8,469",213783
299,In-depth Cultural,Highlights of Norway  (Oslo to Bergen)," Oslo, Flam, Loen, Geiranger, Bergen ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Collette,9 days,"3,249",216971
