,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
223,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
224,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
225,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
226,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
227,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
228,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
229,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
230,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
231,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
232,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
233,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
234,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
235,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
236,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
237,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
238,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
239,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
240,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
241,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
242,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
243,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
244,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
245,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
246,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
247,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
248,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
249,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
250,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
251,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
252,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
253,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
254,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
255,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
256,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
257,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
258,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
259,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
260,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
261,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
262,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
263,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
264,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
265,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
266,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
267,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
268,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
269,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
270,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
271,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
272,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
273,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
274,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
275,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
276,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
277,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
278,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
279,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
280,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
281,Active Adventure,"Hunza Valley & Fairy Meadows Tour, Gilgit Baltistan, Pakistan"," Islamabad, Chilas, Fairy Meadows, Hunza Valley, Gilgit ", 5 to 80 ,"Family, Jeep & 4WD, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",Crossroads Adventure ,10 days,"1,950",117672
282,In-depth Cultural,"Autumn Tour to Pakistan (Islamabad, Gilgit, Baltistan, Skardu, Hunza, Nager, Fairy meadows, Gojal alley)"," Islamabad, Skardu, Khaplu, Gilgit, Hunza Valley, Gulmit ", 5 to 80 ,"Family, Private, Fully Guided, Explorer+2 more",Crossroads Adventure ,10 days,"2,300",117669
283,Explorer,Explore Hunza Valley Pakistan 2022-23," Islamabad, Gilgit, Hunza Valley ", 18 to 80 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,6 days,999,225218
284,Explorer,Untouched Valley (Ghizer) in Hindu Kush mountains Northern Pakistan 2022-23," Islamabad, Gilgit, Phander ", 12 to 70 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Exploria,9 days,"1,550",233081
285,In-depth Cultural,"07 Days Islamabad, Besham, Gilgit, Hunza Karimabad, Passu, Khunjerab Pass Tour"," Islamabad, Besham City, Gilgit, Hunza Valley ", 12 to 85 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,7 days,"1,600",190893
286,In-depth Cultural,Pakistan World Heritage Trip - 15 Days," Karachi, Hyderabad, Larkana, Sukkur, Bahawalpur, Multan, Lahore, Islamabad, Peshawar+1 more", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,15 days,"5,179",218394
287,In-depth Cultural,Hunza Cultural Tour- Colors of Hunza," Islamabad, Gilgit, Hunza Valley, Pasu, Karimabad, Minapin ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,9 days,"1,759",238844
288,Hiking & Trekking,11 Days Trek  Nanga Parbat Base Camp & Hunza Gojal Valley Pakistan," Islamabad, Naran, Besham City, Chilas, Fairy Meadows, Hunza Valley, Gulmit, Sost ", 18 to 60 ,"Private, Group, Partially Guided+1 more",Rock Valley Tours Pvt Ltd,11 days,"1,300",188575
289,Hiking & Trekking,Trek Pakistan's Karakoram Mountains," Islamabad, Skardu, Khaplu, Shigar ", 18 to 99 ,"Group, Fully Guided, Explorer+1 more",Intrepid Travel,10 days,"2,926",241779
290,Active Adventure,A Walk Among Giants (Thallay La Trek)," Islamabad, Khaplu, Skardu, Shigar ", 16 to 70 ,"Private, Group, Fully Guided+1 more",Beyond the Valley ,11 days,"1,785",238981
291,Active Adventure,Cherry Blossom Tour in Hunza Valley - 11 Days," Islamabad, Chilas, Karimabad, Taxila ", 2 to 80 ,"Family, Private, Fully Guided+1 more",Agate Travel,11 days,"3,049",218393
292,Explorer,Pakistan's Karakoram Highway," Islamabad, Skardu, Shigar, Khaplu, Tarashing, Gilgit, Karimabad, Hunza Valley, Fairy Meadows, Naran+2 more", 16 to 85 ,"Group, Fully Guided, Hiking & Trekking+1 more",Explore!,14 days,"4,320",221911
293,Active Adventure,Pakistan Tuk Tuk Amazon," Islamabad, Chilas, Gilgit, Sost, Hunza Valley ", 18 to 65 ,"Group, Partially Guided",Large Minority,10 days,"2,175",205941
294,In-depth Cultural,"Karakoram Highway and Hunza Shangri-La, Pakistan"," Islamabad, Besham City, Chilas, Hunza Valley, Gilgit, Gulmit, Skardu, Khaplu ", 18 to 80 ,"Private, Group, Fully Guided, Coach / Bus, Historical+3 more",Penguin Travel,11 days,"1,161",107218
295,Overland Truck,Pakistan Karakoram Highway Group Overland Tour," Lahore, Rawalpindi, Naran, Fairy Meadows, Skardu, Gilgit, Karimabad, Sost, Chilas, Islamabad+1 more", 18 to 80 ,"Group, Partially Guided",Madventure,19 days,"2,149",198270
