,Destination_link,Review,Sentiment Score
110,1780,"The tour and accommodation was great but what made the tour was our wonderful tour leader Chiime, to the extent I wrote a poem for her.",4
112,1780,"Interesting tour, covering some truly remarkable heritage stays. Something a bit different from the standard Rajasthan tours. Our guide/leader, Abhi, was excellent - engaging, helpful, informative and very professional.",4
113,1780,Very good- can always rely on Intrepid - an experienced organisation with amiable and competent tour leaders.,4
118,1780,The guide and the tour group was very good.,4
129,105050,"The 'God's own Country' Tour was very well planned out to provide a number of contrasting experiences in a short time. We really appreciated that our tour guide kept in touch with us and our driver and managed at one point to upgrade one of our Hotel...

            Show more",4
130,105050,"Although I was the only person that booked, the tour still happened (I would personally prefer to have a few more people on the tour). Everything went according to plan. The same cab driver took me to all the places throughout the 7 days. The...

            Show more",4
132,105050,"The tour was well planed, the hotels first rate and the drivers and guides were good and on time. We had a great time and looking forward for more",4
137,115980,It is a great option for people who want to visit India but are short on time,4
146,4199,"The tour was great. Well organised and well run by Javid ,my guide. 
I found that I got tired quickly and he adapted what was expected of me. The driver was also very reassuring with nerves of steel. I felt safe and was looked after throughout the trip.",4
155,4199,Overall it was a good trip.,4
157,3570,"It was very educational regarding the life, history and religions of India. The tiger safaris at Ranthambore National Park Safari were particularly interesting, saw tiger, leopard, crocodiles and deer etc.",4
158,3570,A packed itinery made sure we saw and did lots of things. It wasn't arduous but we covered a lot of ground.,4
182,125698,"The tour was amazing and we had such an incredible time. 
There were some issues with the itinerary; we were planned to visit the Taj Mahal on Friday morning for sun rise but the Taj Mahal is shut every Friday. This should’ve been know and updated...

            Show more",4
190,125698,"There’s an issue about my booking but everything was sort out before my tour started. After the issue was settled, all went well. ❤️

The main reason of my trip to India was to visit the iconic Taj Mahal. Thanks to Tourradar and WTX India for helping...

            Show more",4
201,125836,"Our overall experience was very positive, with our driver NOUFEL being very helpful indeed.
With one exception our hotels were of a very good standard, the exception  being  the Hotel Las Palmas near Munnar.  This hotel is situated 6.5kms from Munnar...

            Show more",4
209,125836,"Rarely is a trip absolutely perfect, especially a trip for three couples traveling together. But from the beginning of the planning process, to the final fine tuning, to the day-to-day plans and World Travel Experiences have done a commendable job and...

            Show more",4
211,98625,"The tour was well organized, agents were always available and kind.
As a solo traveler for the first time in India I didn't know what to aspect and how to move around, it was reassuring to know that there was always somebody to contact and nice to have...

            Show more",4
215,98625,The tour is quite intense. Ensure you are rested before you begin. Maybe an extra rest day in Delhi on arrival.,4
242,5502,"The tour was well organised, the CEO very knowledgeable, helpful, friendly, and the group of people were mixed ages, which I enjoy. Overall I expect to do another trip in the future, thank you.",4
251,5502,"The trip was very interesting and we saw the popular places but also some great rural ones too, so we felt we had a glimpse of the real India. Our guide was very knowledgable on culture, history and current affairs and very efficient. We stayed in a...

            Show more",4
264,108347,"I wanted to see India my way, When I started I wasn't sure of what all I wanted to do or see, I contacted a couple companies to see what they would come up with. While both companies came up with decent plans on their own, World Travel Experiences...

            Show more",4
265,88875,"Enjoyed the tour. Car a little cramped with 4 passengers and luggage but it was immaculately cleaned every day.  We did lose our driver half way through. Hotels good and tour sights exactly as described.   The hard sell on ""hand made"" rugs, crafts,...

            Show more",4
267,88875,"The tours were good. All the guides were lovely in their own way, especially the great photographers/ guides in Agra and Jaipur. Also our driver was AMAZING! We felt safe the whole time. The only downside was some of the hotels we stayed in. The one in...

            Show more",4
268,88875,"I am giving 4 stars and not 5 due to following points had an important impact on my overall experience:
- Tour guide in Agra named ""Prince"".  Very bad experience with him skiping few places from the program and asking for higher tip

- Commercial...

            Show more",4
272,88875,"A well planned tour with ample opportunities to admire the rich heritage of India, and the traveler(s) were well cared for throughout the journey.

Aside from many distinctly unique sites covered in the itinerary, it was a joy spending eight days on the...

            Show more",4
273,88875,"The tour package selected was very good. We saw many sites within a short amount of time, which was what we wanted. Some of the hotels could have been better selected (ie. Cleanliness) but overall it was still a really good experience. We had a really...

            Show more",4
281,194192,"The tour of the Golden Triangle sites itself was good and the guides were excellent and it was a great introduction to some of India’s greatest wonders. All administration was completed quickly and very efficiently. 
But it would have been helpful and...

            Show more",4
289,132309,"Overall amazing but with a few downsides which could have been avoided. 

The WTX team were super helpful throughout the whole process. We made a mistake with the tour dates but Rituraj was understanding and accommodating with helping us book the...

            Show more",4
304,185268,"I was solo traveller from France and booked the tour confidently with tourradar team where they helped me alot and that is best platform to book the tour for travellers but choose very carefully your tour I saw many tour some was very cheap but not...

            Show more",4
327,110554,"I am an American born Indian, but I lived in India for ten years when young so I am familiar with language and culture of the subcontinent. But to make the logistics easier I decided to book this tour so I’d have a car, driver, hotels and guides all...

            Show more",4
334,110554,"We travelled Rajasthan in August with K K Holidays  - starting in Delhi and going to Agra, Jaipur, Jodphur and Udaipur. The whole trip went well. The car was comfortable and well maintained and our driver, Rajesh, was friendly, punctual, safe and...

            Show more",4
335,110554,"We spent a great time in Rajastan and had the good fortune to have Anil as our driver from Jaipur to Jodhpur via Udaipur and Jaiselmer plus many interesting side visits along the way. We were relatively unprepared but thanks to Anil's good insight what...

            Show more",4
351,5498,"To many long journeys and not enough time to enjoy one place     I think breakfast should have been included n the price.  Sanj our guide was brilliant and very thoughtful   He worked very hard .  Also I think we should have been met at the airport by a...

            Show more",4
352,5498,"Sanjay was excellent, he was always there to help us and look after us. The only thing I could suggest to improve my experience would be a different mini-bus, the one we had was very small and the roads are so bad. The driver, Mr Amil, was fantastic.",4
354,5498,"Loved the trip. Saw a lot but nicely paced. On hot days, toured later in the afternoon to avoid the heat. Lots yo see.",4
362,97218,Overall an amazing tour. Luck to have a wonderful driver. He took really good care of us. Guides were very good at all places. Would highly recommend this tour to anyone looking to explore India.,4
366,97218,Enjoyed the tour. All places were amazing specially Varanasi. Hotels were excellent. Guides were informative and caring. Would love to do more tours to India in the future.,4
378,111427,"I thoroughly enjoyed my trip organised by Colourful Indian Holidays.  I was travelling on my own and was a little worried that I would get lost but on arrival at the airport, I was met and picked up from the arrivals hall by Sonu, who was very...

            Show more",4
381,111427,"I did enjoy the tour it was well organized. The itinerary was what was provided before. I thought all the tour guides were educated, timely and polite. Our driver was also helpful and very kind throughout the trip. Our only problem was our driver was...

            Show more",4
389,138744,"India has a lot of things to see and i would say that Jaipur is the city where you can found too many palaces to explore and forts are also there. Agra has it's world known popular the taj mahal and Delhi is crowded but driver was very intelligent to...

            Show more",4
392,138744,We had a great time in India and we would probably love to recommend the tour,4
410,101822,"What a great experience - the whole trip was brilliant. Guides were fantastic - and extremely knowledgeable - and it all worked like clockwork.

Overall the mix of accommodation was very good, some better than others as you would expect - and some were...

            Show more",4
441,193333,"Great Tour worked as planned (No bad surprise) Thank you to our driver and specially our tour guide Sunny for a wonderful tour of the Taj Mahal and Agra Fort. Guide in Varanasi and Delhi were good but not in the same page as Sunny. Hussain had great...

            Show more",4
458,88874,"Overall, we are very pleased with our tour booking with Swastik India Journeys.

GOOD ASPECTS:
- The tour operator, Karni, was very responsive and reliable in all our needs up to and during our trip.
- Our driver, Mr. Saitan, for the entire trip was...

            Show more",4
478,5517,A great introduction to the cities of Rajasthan. Some lovely accommodation in old noble houses. Particularly liked the time in Ranthambhore National Park,4
480,5517,The tour overall was well organized.,4
483,5517,"Fab trip, felt fully supported in having a safe experience in an unknown country & culture. Main concerns areas we had travelling to India were quickly put to rest when we met the guide and had the initial briefing",4
493,99552,"Good tour. 
Despite getting my start dates wrong, YOLO were very accommodating and changed my dates!",4
505,136937,"If you don't have much time to visit India but would like to get a taste of some of the amazing things in India has to offer, this is the tour of you. Overall I had a vary pleasant tour. Nice tour guides, especially Shaan, who taught me so much about...

            Show more",4
519,105049,"A very well-planned tailor-made trip by Himanshu and the team. It was a 6-day road trip for a family of 10. The 4/5 stars hotels booked for us were nice, clean and the services were amazing. We did not have any issues with checking in at the hotels. The...

            Show more",4
527,128473,"All went smoothly, good srandard of accommodation and flexibility in the itinerary. Driver spoke reasonable English so we were able to communicate and he made some suggestions which were appreciated. 

Houseboat was relaxing, great crew and experience.",4
542,158771,"I had an incredible holiday in Rajasthan. The trip was very well organized and I really loved the hotels - especially the one in Jodhpur with the swimming pool. Also, Karni did a great job at the hotel in Jaisalmer. Manawa was also lovely. For me, the...

            Show more",4
554,162903,"We did an 7 day tour and visited Delhi, Agra, Jaipur, Fatephur Sikri and Ranthambhore National Park. The whole process was well-organized and hassle free so we had an enjoyable and relaxing (apart from the Delhi traffic!) trip. There was also space for...

            Show more",4
555,162903,"I planned a trip to the golden triangle this December, but we were unsure about the covid crisis but our representatives and accommodations maintained utmost care and followed all guidelines making it a very safe and secure travel. On our arrival we...

            Show more",4
557,162903,"We have just finished our trip with Agra Taj visit, and had such an amazing time. We were a little apprehensive about our trip at first but we felt it really could not have gone better, and any worries we had soon subsided on arrival. Mr Arun was great...

            Show more",4
580,148567,"Our Golden Triangle Tour with Ranthambore. We enjoyed the whole tour five day tailor-made for us by Agra Trip. Everything was perfect from the beginning to end. Prompt Whatsapp communications by Rajesh to make the itinerary suit to our interest. Only...

            Show more",4
581,148567,"We have just finished our trip with Agra Trip  and had such an amazing time. We were a little apprehensive about our trip at first but we felt it really could not have gone better, and any worries we had soon subsided on arrival.
Mr Rajesh Singh  was...

            Show more",4
584,148567,"We have just finished our trip with Agra Trip, and had such an amazing time. We were a little apprehensive about our trip at first but we felt it really could not have gone better, and any worries we had soon subsided on arrival.
Mr Rajesh Singh was...

            Show more",4
591,85739,The whole trip was well organised for the time it lasted.,4
602,126373,"We Got to know about MTA Destination through Tour Radar. I would say that we were not disappointed by our choice. They planned a faboulous tour for us. They greeted us with Garlands at Airport, the Car was very clean. The Hotels were really Great in the...

            Show more",4
603,126373,"As an older woman traveling alone, I was a little dismayed to find that I was the only person to sign up for this particular tour. Even my Indian friends were concerned. But there was no need to worry! My stellar driver, J.P., showed the utmost care for...

            Show more",4
612,99545,The idea of travelling by train to different cities and getting picked up by different tour guides was a great idea. Tour guides had different strengths and weaknesses. Overall good experience although a little on the pricy side.,4
615,99545,"Overall a great tour.  Highlights were the train rides, the guides, and the monuments.  Hotels could have been better, I wish all of them were as good as the hotel in Jaipur.  Amit was excellent and accommodating in every aspect of the tour.  Best guide...

            Show more",4
617,99545,"The tour was really good, the guides bring you to all of the major attractions in the cities and are happy to accommodate your needs. The hotels were also very good and train journeys were pleasant. The only part we disliked was when we were brought to...

            Show more",4
618,99545,"The tour was really nice, we really enjoyed the places we visited, the accommodations and the tour guides. I would definitely recommend the train rides, they were safe and, in my opinion, much calmer than car rides. My only complaint is regarding some...

            Show more",4
620,99545,"Really good tour.
Hotels were great.
Perhaps need a rest day on the first day instead of the afternoon tours.
Also in Agra the tour finished by 9:30 but the train was not until 5. We had to be out of the hotel room by midday which meant a lot of time...

            Show more",4
645,4216,"I like the way ,tour was organise though hectic",4
650,4216,very good tour but itinerary not accurate,4
657,218522,I had a great time on my golden triangle tour. I would tell anyone considering this type of trip to make sure they pick the level of trip that suits them best.,4
661,205620,"One of the things that we like to do when we travel abroad, is to use a local tour operator. The first reason for this is that we want to maximize our tourist dollars to local people who can benefit. The second reason is that you can get the passion for...

            Show more",4
663,5522,it was definitely not a luxurious trip but very adventourous and memorable. Would do it again!,4
671,5522,"Overall experience was amazing. Was very full on at times with early mornings and lots of travelling. Day in Mumbai needs to be re thought as it was such a rush, and the groups energy level was slower given the 3am meeting time. But thoroughly enjoyed...

            Show more",4
686,155835,"Being a solo, I was a little apprehensive at first. But the owner connected with me throughout the journey and made me feel comfortable. My driver also made sure that he drove perfectly amidst lots of traffics and Indian roads. The hotels booked for me...

            Show more",4
687,155835,"I was a little worried as a woman going on this trip, but I didn't have to worry as I felt very well cared for by my driver, all the guides and staff at the hotel .. It was a great trip. My favorite parts are Amber Palace, Jaipur and Taj Mahal in Agra!...

            Show more",4
694,195454,"It was a great experience. Taj Mahal is beautiful and Agra has couple of more monument to see apart of Taj Mahal. Jaipur is a kind of galaxy of the monuments as it has too many places to explore and two days are good enough for that. Delhi is also a...

            Show more",4
695,195454,Good trip. Operator was good in the terms of taking care of the traveler. I had a nice tour in India,4
697,195454,5 days golden triangle luxury tour was an amazing experience with a private driver jitendra. Good Driver and an hotel was very good. Overall it was a good trip,4
703,218383,"The tour was very enjoyable. The driver, guides and reps couldn’t do enough for us. The online booking was good and all queries answered very quickly. The hotels were good all were 4/5 star. Everything Went smoothly. I would definitely use Tour Radar...

            Show more",4
706,218383,"We had been to Africa on a safari trip before and thought that it couldn't get any better than that. But we were surprised when we went to India. The experience between the two continents is so vast. Africa has abundant wildlife, but India has an even...

            Show more",4
711,111715,"Trip overall is very good but I’m giving you 4 stars because many admission fees overwhelmed me which many of them doesn’t accept credit cards. It would be much better to include all admission fees with package to avoid obstacles. Also no ideas how much...

            Show more",4
737,194215,"Agra Taj Visit Team was friendly. The driver was very safe. All arrangements went according to plan. The trip was a good balance between city sight-seeing and rural activity and specilly Varansi guide Mr Varun is describe everthing about holicity....

            Show more",4
758,2581,"I loved it , it’s fast paced as you see so much , but the trip to shimla is nice relaxing start.",4
769,148767,"We did the 6 Days Historical Golden Triangle Tour Delhi, Agra and Jaipur with the travel agency ""Travelcon"" as they were offering a good and fair price in comparison to others and we can say in the end, that it was a very good choice.
The driver tried...

            Show more",4
773,148767,"I booked 6 Days Golden Triangle Tour for me and my friends. Initially I was a little apprehensive as I’ve always booked a full package holiday in the UK. But I worried it was first class service from start to finish, we all had an amazing time, the...

            Show more",4
781,139369,"It was a nice trip, we had enough time to explore Delhi, Varanasi, Agra, and Jaipur. The hotels were excellent as we upgraded the hotel from 3 star to 5 star with 1 extra night stay in Delhi. Driver and the guides were very knowledgeable about all the...

            Show more",4
789,130773,Good value for the money. It’s tiring with so much deriving and walking but it’s all worth it. Our guide is very accommodating to our needs.,4
792,145541,"We hired Rajasthan Tour by car and driver for our 11 days tour of Rajasthan 
They offered us a free upgrade to a very comfortable and safe car - Toyota Corolla Altis, along with a very professional driver Mr Akash, who sadly had to interrupt the tour...

            Show more",4
793,145541,"Zunächst kann ich sagen, dass mir die Sehenswürdigkeiten wirklich gut gefallen haben. Diese fließen in meine Wertung...

            Show more",4
796,145541,"Great planned out program

I traveled with my class and class teachers from Denmark. We had some amazing 12 days, with a great planned program, so we got to see different cities in north India. Also had a very nice and helpful tour-guide. Overall a...

            Show more",4
799,159674,"I booked the majestic Golden triangle tour with Varanasi with my friends from real viaggiindia .we covered the beautiful monument but Taj Mahal is a unforgettable memorial. it was good experience .our tour Started from Delhi airport  to be true we all...

            Show more",4
815,105590,"Arvi is an expert of taking care of the whole trip even the tiny details, you can't find such a helpful guy like him",4
817,142531,"It was a good experience to visit Taj Mahal, Jaipur with Ranthambore tiger safari. We would love to recommend it",4
820,142531,"I was very excited about the tour , everything was confirmed by the operator and we visited the main part of India and it was outstanding. I would say Taj Mahal is the best part of India and rest are worth to visit.",4
830,159585,"We had a Dream South India Tour with Kerala. We Communicated with Amit who handed our query very well. The vehicle was in good shape and our driver, Mr. Raj has taken good care of us. He was very polite and gentle. This 10 days trip ended us with...

            Show more",4
841,113925,It was a good tour for India. Tour guides was very friendly and knowledgeable. Good time in India,4
845,113925,"Me and my wife was very concerned before booking this tour package as we thought it might be expensive but when i tried to get the rates from other operator , they were charging too high so i booked this and my decision was right. Operator was very...

            Show more",4
857,133384,"wer have booked trip from paylesstroursindia for 11 days trip  when I was in my country, . However,they give very good service
He is kindness and keeps his word by supporting for us a nice conditioned car and super nice driver with fix price. 
Our...

            Show more",4
878,164188,"Being a little apprehensive to visit Glorious Golden Triangle Tours changed that. Our own driver throughout the 5 days, vindo , lovingly known as Honey (Mr. Hanuman) ensured that we were cared for and supported during our trip. Being 4 women travelling...

            Show more",4
885,147685,"Hotel services are good with some exceptions. Driver maintained a good communication with us. I definitely suggest for any packages, if you wanna gonna have a great experience.",4
888,138189,"One of my friends referred Cox & Queen Travels to me as I was about to visit India to spend my holidays with family. My initial communication with the manager of the company was so impressive that I found no reason to reject their proposal.
The tour was...

            Show more",4
894,118834,"India in a nutshell was a very good bet
We got a fantastic driver and very satisfying service- hotels, guides and the attractions.
 Everything was accurately organised and arranged. We saw even more places than in the itinerary and had a really good...

            Show more",4
899,139368,"The ratings are given in the context of the price we paid which was extremely reasonable for the attentive service we were given. We were looked after at all times including being dropped off onto our correct train carriage in Delhi. The itinerary was...

            Show more",4
937,191102,It was best tour we enjoyed all the places we loved our driver Deepak who was with us and made me comfortable in train however in India driver speak understandable English tour was great,4
938,157532,"I am going to write a fairly lengthy review because:

A) I think it will help a lot of people who are unsure of booking with an agency and make new cautious about being ripped off

B) Jitender provided an excellent service through out

My wife and I are...

            Show more",4
970,138278,"It began with a nice chat on Cox and Queen Travel website. One of their representatives sent me a prompt email with details of the tour along with a flexible payment term. On agreement we finalized the date of arrival made a deposit in their bank...

            Show more",4
994,113722,"Outstanding trip but unfortunately Ranthambore park was not open but still we enjoyed the time in India. Our operator already informed me about Ranthambore but as we wouldn't be able to come again in India for a long so decided to go with the tour. We...

            Show more",4
999,114551,"It was like living the stories of the  thousand and one nights, also thanks to the stories of the guide Manish",4
1002,114551,Enjoyed seeing all the iconic spots and experiencing India.,4
1018,131899,The tour was as described. I was the only one participating in the tour which meant I had my own driver and could change times and places. There were some minor problems but the tour operator was quick to rectify them.,4
1025,95939,"The tour itself was good and the accommodation was also good (around 4 star on average). The guides and driver were also mostly good.  

The parts we didn’t appreciate were being dropped off at tourist traps where they try to sell you carpets, gems,...

            Show more",4
1050,171689,"On viewing several options, I decided to take this tour. The tour cost was nominal. The service of the company was good, in terms of providing a good driver who knew all the roads, the tour guide who had good knowledge about the monuments. He knew a lot...

            Show more",4
1070,134236,"We had 7 days tour with extended family visiting Cultural heartlands of south India Tours. Our primary driver was really helpful as this was our first time in India. He also our tour guide some portions of the trip which involved a lot of driving time...

            Show more",4
1098,146095,"it was a mixture of an adventures and historical tour package where i had an adventure in ranthambore national park by taking a safari ride and i had an amazing visit to the Taj Mahal and other monuments in Agra. Delhi is a crowded place to travel but...

            Show more",4
1101,143549,"It was a private tour with no extra cost. Hotel accommodation, car and driver was very good. Our guide in every local cities was helpful during the tour. We have a friend who are planning to come and i will recommend Afsar for the tour management.",4
1114,182053,"""It was a pleasant experience with Agra Taj Visit. We had taken a Golden Triangle Tours with Ranthambore from Delhi to Agra & Jaipur. The journey was good, and the driver Akhter also very well behaved along with good gestures. Definitely i would...

            Show more",4
1116,134233,"We were a small group flew from Canada to visit Primarily Mathura and Vrindavan and also Taj Mahal with Jaipur.The company provided us very neat and clean budget hotels(this we requested to our small budget),a well spacious Tempo Traveller through the...

            Show more",4
1117,148893,"We did the Golden Triangle Tour a few days ago. The only reason for choosing this company was based on Tourradar. The arrangement and communication were very good and responsive.
Our driver, was a professional, reliable and very experienced driver. He...

            Show more",4
1123,240251,"Pench and kanha wildlife tour was a very attractive  , the scenery being quite varied, rocky out crops, rolling hills, nice lake, river and water . Also saw all the major herbivores, Dhole and and good selection of birds. Definitely found Pench to be...

            Show more",4
1128,119562,"On behalf of my wife too we would like to confirm that we definitely enjoyed our trip and your organization. Here below please find my feedback. The organization in general of Colourful Indian Holidays was pretty good. In particular the sightseeing was...

            Show more",4
1129,113719,"Driver was friendly and was always on time during the entire tour. We explored Delhi, agra , Jaipur and Udaipur which was one of the best experience we have had in India. We also visited Gujrat but we would say that this tour was better than Gujrat...

            Show more",4
1133,163651,"Our family had a customized tour that included all three national parks for tiger safaris as well as the traditional golden triangle tour. We had 2 different drivers during the tour that picked us up at the airport or drove us to the next location. The...

            Show more",4
1138,157075,"Great trip for the price, considering its quite a long drive and a long day, as I was saying in Delhi. But well worth the trip to get out of town and see some culture and scenery. This trip was in November. We went to the hippy yoga place, saw awesome...

            Show more",4
1146,157075,"I'd say great trip and had good time there, very religious place.
Ganga river was really adorable, very positive vibes in Evening Ganga Aarti. Missed Rafting we got to know later that company also provide river rafting services we booked for next week...

            Show more",4
1163,176646,"This was a well organised tour which i really enjoyed. A fair amount of travel, but plenty to see on the way, accommodation was outstanding, vehicle was very comfortable, and the driver and guides knowledgeable and friendly",4
1164,176646,Ashok Driver was very good on whole tour,4
1191,185925,"I was very confused before reserving my tour as I found lot of operators on tour radar website after lots of conversation with many companies about their services I finally decided to go with Amazing India Tours because as the name suggests they are...

            Show more",4
1194,126439,nice very enjoy and spend to much  time fun too much,4
1195,126439,"Some hotels were below average ( Delhi and Rishikesh) but others (Jaipur) were really nice.

Good company. Very organised and lovely to deal with. Would recommend them.

Nice divers and fantastic guides.

If you prefer a fancy hotel, I would suggest...

            Show more",4
1197,126439,"Maneesh was quick to respond to our requests and concerns. We were caught off guard upon finding out that entrance fees to the sites were not included in the tour price. There was no indication in the descriptions that this was the case. Paying for...

            Show more",4
1211,1786,"The guide, Tarang Chandola. He was the lynchpin that pulled a small group of strangers together, through a holiday period normally highlighted by spending that time with family.",4
1219,81155,"Early this year, we  (me & my wife Flora, my younger brother Babul and his wife Neepa  joined us from Gold Coast, Australia) have  visited Golden Triangle in India (Delhi-Agra-Joypur) and Ajmer.  It was a customized (per our requirements/schedule) tour...

            Show more",4
1222,205922,The trip was well organised right from the start and if you read the information before you went there were no surprises.overall tour was good,4
1232,81386,"On the wholethe holiday was good and We enjoyed. Khajraho was very good and our guide was excellent.
What was not good was the hotel in Varanasi which Getsholidays messed up 
The guide in Orcha lacked knowledge and his English was very poor",4
1241,81277,The tour guides spoke very good English and were very informative. The only negative of the trip was having the guides take me shopping to areas that I was not interested in.,4
1243,81277,"I was able to learn a lot about India, such as different religions, general culture and cuisine, mainly due to the excellent job done by the guides and also the drivers. It is not an expensive country to visit including the tours, visits to monuments...

            Show more",4
1252,149625,"Definitely use MTA. The best prices and and also the driver Sonu was wonderful. 

The only thing is food in both hotels were not good. Especially in Jaipur, everything was cold and not tasty. I couldn't even finish one idli or one fried egg because it...

            Show more",4
1253,149625,You can take the help of a guide to find hotels and restaurants.,4
1254,149625,"The tour was well organized and the communication was effortless. The driver stayed the same throughout the three days and guides changed per city. For me that was not a problem. The tour covered all highlights in a very short time. The accommodations...

            Show more",4
1277,62998,I would have given 1/1 if the accommodations were more catered towards kids. Couple of hotels were we stayed at were just below the average standard and that put bad taste in our mouths.Overall it was very memorable experience !!!,4
1283,125841,"This tour offers the chance to see many of the countries temples, landmarks, and learn the history of these. There is quite a bit of travel involved. Plenty of things to take pictures of. You will see the heart of what takes place daily in India. The...

            Show more",4
1284,125841,I think it's a good place to hang out. And Tour was amazing and Safe.,4
1286,125841,"About the ""Temple Tour to North India""
I belive that a trip to India can be complete and satisfying with the help of someone who will accompany you in the knowlege of its history and complex indian reality. When i arrived in India, i immediately had the...

            Show more",4
1287,125841,"VIAGGIO IN ORISSA-INDIA

Siamo appena tornati da un viaggio in India. Di questo paese conoscevamo già il Rajastan, visitato qualche anno fà, ora la nostra attenzione è stata richiamata dall'Orissa, regione dell'India non troppo conosciuta e poco battuta...

            Show more",4
1294,83772,"The only thing that I would have liked was a guide, that for the reading and interpretation of the scriptures , was a...

            Show more",4
1305,162740,"I had an amazing time with my guide Kapil and my porter. They were overly caring for my well-being and the experience...

            Show more",4
1315,139221,Tiger tour to Ranthambore was an outstanding tour. We would probably say a big thanks to the operator for organizing it,4
1322,142775,We were not able to seen Taj Mahal in sunrise because of fog in Agra however tour was excellent with professional staff,4
1351,81080,"The tour was great, GeTS could not do enough for  us. they took care of everything from transportation, to currency exchange.",4
1353,81080,"The tour on the paper was great . The reality was not as high as the expectations - partly due to some guides ( not all of them though - kudos for the guides at the Taj Mahal , the fort between Agra and  jadpur , and the one at Goa ).
The others were...

            Show more",4
1361,142773,"Do always book the tour based on services as being a solo women traveller from Newyork It was quite challenging with whom tour operator i should book.

After enjoying the tour I am happy with this company because services quality",4
1398,190762,"We have seen many itineraries before booking the tour and compare the quality of hotels, driver and even the guides which are are going to be main elements of the tour as every traveller has right for the same.

Regards
Dona",4
1399,190762,"What a beautiful places, temples, monuments of India but very crowded with alot of people I think India is one of the best destination for people so they liked to travel during the season.

We had a great fun with our driver and local guide they are...

            Show more",4
1406,81378,"We are an English group of  4 middle-aged adults who were looking to have an adventure in India. We found Gets holidays on the internet as we like to use local companies when traveling because they usually offer the best experiences and know the local...

            Show more",4
1430,95938,"Did a tour with GeTS Holidays as a family group of 7 to Jaipur, Agra and Delhi from 8th to 14th January 2018. Very happy with the service, the vehicle was good, the hotels were excellent and so were the the guides for the Jaipur and Agra tours. However,...

            Show more",4
1437,81221,"We both had a good trip, I think for what we paid that is what we got. We didn’t like the hotel in New Delhi but found all the other hotels were fine. Maybe in Indian terms they are 4 star but not to us (being Australian) . We had a different guide in...

            Show more",4
1445,81232,"We started with one of GeTS advertised tours, but removed one city that didn't look very interesting, and added Udaipur, which promised to be beautiful (and was). GeTS uses a voucher system, which allows for lots of customizing of your trip. It also...

            Show more",4
1453,88879,"Yes I very much enjoyed the trip, the itinerary was also quite good. I would have liked to have the chance to visit some food markets or markets in general which would offer what we tend to find in supermarkets or general shops in the Western world and...

            Show more",4
1461,33165,"Didn't know what to expect, this is the first tour with exodus. I loved the smaller group (8), we all bonded really well fortunately. The group leader Mayank, was brilliant, his knowledge was incredible and he had a good sense of humour. He seemed to...

            Show more",4
1462,33165,"India was hot, fascinating, noisy, exciting, chaotic, and beautiful. I thoroughly enjoyed my tour and it was a pleasure to travel with such a lovely group and guide, to an amazing country. My only criticism, not enough quality time spent in Delhi but I...

            Show more",4
1468,33165,"great trip, only downside was the ganges being flooded but not much that could be done about that, safari i would not bother with next time. Tour leader was great.What was the most inspirational moment of your trip?Visiting Taj MahalWhat did you think...

            Show more",4
1501,217174,"I have seen many tours were available on cheap prices but i was sure they can not give best hotels and professional guides i have booked the tour after discussing the programme of India with Amazing India Tours. I am very much satisfied what i paid for...

            Show more",4
1503,217174,"Tourradar has been recommended to me by my friend who has done tour.

We stayed in good hotels in each cites that are recommended by company.

We wanted to explore India golden triangle tour with goa on our own however we had local guides in each city",4
1504,217174,"Goa was favourite destination for me I came with my fiance from England.

Best things about this tour you will get to stay in three star hotels and but be advised three star hotels has limited food variety in india.

However everything on the tour was...

            Show more",4
1508,193337,"I took a solo trip to Golden Triangle with Varanasi. I enjoyed my trip to the fullest. At first I thought I would not be able to enjoy the trip much being on my own. But, it came out to be more exciting each day. The journey allowed me flexibility like...

            Show more",4
1510,193337,Had a very enjoying momements. was with in our budget.supporttive staffs..we enjoyed India Golden Triangle Tour,4
1516,185754,"We have booked two tour for india one for himachal tour and other for kerala portion but himachal tour of india has been best for us because Amazing India Tours provided us full support from beginning of the trip and hotels has been far better than my...

            Show more",4
1519,185754,"Amazing India Tours was good overall and great value for money a couple of things to be aware of on the tour there will be local guide at every destination and monuments entrances fee are reasonable that you can pay directly to counter and we had some...

            Show more",4
1522,185754,Overall it was very good experience of Himalayan tour I have to salute our driver how he handle the traffic of India what a great company and great team of India,4
1534,191153,"It was very good tour of india I was female traveller from canada and booked India Golden Triangle Tour and arrived two days before and company did pre arrival accommodation for us at reasonable prices I did tour with my private car and driver rajesh...

            Show more",4
1545,147475,Good value tour; more programm could have been included in the itinerary; great guides in all places and very safe and reliable driver!,4
1547,147475,"The services were good AND we had a highly comfortable AND enjoyable experience, exploring Indian heritage. Taj Mahal was definitely the highlight of the trip. We would definitely LIKE TO visit India again.",4
1554,147475,overall very good informative guides good destinations accommodation good but room  for improvement,4
1561,104624,"It was good , everything worked well and the trip met our expectations",4
1565,110536,"No derailed itinerary meant having to contact Karni often for simple things like pick up times. She always replied promptly. 
One of our guides got quite upset when we didn't want to go to his ""familys"" stone inlay shop.

Hotels were just acceptable to...

            Show more",4
1610,191152,"I was a solo traveler, so it was nice to somebody along the way the whole time.  The company hired one driver to accompany me throughout the whole trip and hired different local guides as I moved to different locations.  My driver, Dilip, kept me...

            Show more",4
