,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
211,Safari,Golden Triangle Tour with Ranthambore - Taj Tigers & More 5 days," New Delhi, Agra, Ranthambore National Park, Jaipur ", 1 to 99 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Wonderful Holidays,5 days,547,156803
212,In-depth Cultural,Golden Triangle with Varanasi (6 Nights and 7 Days)," New Delhi, Jaipur, Agra, Varanasi ", 1 to 92 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Kohinoor Holidays,7 days,846,163817
213,Explorer,Rishikesh Haridwar Tour Package 6 Days," New Delhi, Rishikesh, Haridwar ", 14 to 78 ,"Family, Private, Partially Guided, Sightseeing, Historical, Christmas & New Year+4 more",Volunteering With India,6 days,563,157075
214,In-depth Cultural,Golden Triangle Tour with Amritsar Golden Temple," New Delhi, Agra, Jaipur, Amritsar ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Memorable India Journeys,8 days,656,159309
215,In-depth Cultural,Royal Rajasthan with Village Tour 11 Days," New Delhi, Agra, Jaipur, Udaipur, Jodhpur, Bikaner, Mandawa ", 1 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Memorable India Journeys,10 days,869,159324
216,In-depth Cultural,Royal Rajasthan with Taj Mahal Tour," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 5 to 90 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",Agra Trip,8 days,836,138192
217,In-depth Cultural,6 Days Jaipur  Jodhpur  Udaipur Pushkar Tour," Jaipur, Jodhpur, Udaipur, Pushkar ", 6 to 72 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Volunteering With India,6 days,375,182002
218,In-depth Cultural,05 Days Golden Triangle Tour," New Delhi, Agra, Jaipur ", 3 to 90 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more",707 Tours,5 days,448,147020
219,In-depth Cultural,Best of North and South India," New Delhi, Jaipur, Agra, Kochi (Cochin), Munnar, Alleppey ", 1 to 85 ,"Family, Custom, Private, Group, Fully Guided, Christmas & New Year+3 more",Yolo India Tours,10 days,"1,061",109265
220,In-depth Cultural,6 Days Golden Triangle Tour with Udaipur," New Delhi, Agra, Jaipur, Udaipur ", 5 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Agra Taj Visit,6 days,768,154267
221,Historical,Magnificent 10 Days  South India Temple Tour Package(ALL INCLUSIVE)," Bangalore, Hassan, Belur, Halebeedu, Badami, Hosapete, Hampi, Mysuru ", 5 to 85 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Travel Con,10 days,800,147858
222,Romantic,10 Days Romantic Beaches and Backwaters Tour of Kerela," Kochi (Cochin), Munnar, Madurai, Thekkady, Kumarakom, Alleppey ", 5 to 85 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Travel Con,10 days,750,148852
223,In-depth Cultural,Golden Triangle Tour with Udaipur{ Delhi Agra Jaipur Udaipur Tour}," New Delhi, Agra, Jaipur, Udaipur ", 1 to 99 ,"Family, Custom, Private, Group, Partially Guided, Christmas & New Year+3 more",Julie International Tours,6 days,700,136891
224,In-depth Cultural,India's Most popular Golden Triangle Tour with Taj Mahal Sunrise view & Mathura," New Delhi, Agra, Jaipur ", 1 to 90 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Real viaggi india ,6 days,350,176646
225,In-depth Cultural,Luxury Colourful Rajasthan with Mumbai," New Delhi, Agra, Jaipur, Pushkar, Jodhpur, Ranakpur, Udaipur, Mumbai ", 3 to 90 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Payless tours india,11 days,"1,912",118817
226,In-depth Cultural,India in a nutshell with  Indian family stay," New Delhi, Agra, Jaipur, Chandigarh, Dharamsala, Amritsar ", 5 to 90 ,"Family, Local Living, Private, Group, Partially Guided, Christmas & New Year+4 more",Payless tours india,11 days,842,118826
227,In-depth Cultural,Private Tour: Golden Triangle Tour from Delhi," New Delhi, Agra, Jaipur ", 1 to 99 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Golden Triangle Tours Of India,5 days,499,138416
228,In-depth Cultural,6 Days Golden Triangle with Udaipur Tour," New Delhi, Agra, Jaipur, Udaipur ", 5 to 90 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Agra Trip,6 days,676,135710
229,In-depth Cultural,6 Days Golden Triangle Tour with Mathura Vrindavan," New Delhi, Jaipur, Agra, Mathura ", 5 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Agra Trip,6 days,615,138048
230,In-depth Cultural,8 Days India Golden Triangle with Varanasi," New Delhi, Agra, Fatehpur Sikri, Abhaneri, Jaipur, Varanasi ", 2 to 80 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Agate Travel,8 days,"1,399",176306
231,In-depth Cultural,Rajasthan Tours India  (from Udaipur to New Delhi)," Udaipur, Chittorgarh, Pushkar, Jaipur, Ranthambore National Park, Agra, New Delhi+1 more", 10 to 80 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more",Royal Rajasthan Travels,11 days,665,139182
232,In-depth Cultural,India Heritage Tour Package," Mumbai, Aurangabad, Ajanta, New Delhi, Agra, Taj Mahal, Fatehpur Sikri, Jaipur ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Alkof Holidays,10 days,"2,600",173525
233,In-depth Cultural,Rajasthan Tour with Delhi," New Delhi, Mandawa, Bikaner, Jodhpur, Jaipur ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Alkof Holidays,8 days,"1,250",139366
234,Explorer,Kerala Ayurveda Tour," Kochi (Cochin), Munnar, Eravikulam National Park, Thekkady, Periyar National Park, Kumily, Alleppey, Kovalam, Thiruvananthapuram+5 more", 1 to 80 ,"Family, Yoga, Ayurveda Yoga Retreats, Health, Spa & Wellness, Private, Partially Guided, Christmas & New Year+5 more",Alkof Holidays,10 days,"1,800",155761
235,In-depth Cultural,Golden Triangle Tour with Pushkar," New Delhi, Agra, Taj Mahal, Fatehpur Sikri, Jaipur, Ajmer, Pushkar, Mandawa ", 1 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Alkof Holidays,9 days,900,150602
236,Explorer,India's Golden Triangle with Ranthambore - Tigers and Tal Mahal Sunrise/Sunset," New Delhi, Agra, Ranthambore National Park, Jaipur ", 1 to 99 ,"Family, Safari, Private, Group, Partially Guided, Christmas & New Year+3 more",Wonderful Holidays,6 days,609,156986
237,In-depth Cultural,India's Golden Triangle with Udaipur{Delhi Agra Jaipur Udaipur tour}," New Delhi, Agra, Fatehpur Sikri, Jaipur, Udaipur ", 1 to 99 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Wonderful Holidays,7 days,670,156991
238,In-depth Cultural,India's Golden Triangle with Pushkar & Taj Mahal Sunrise/Sunset - 5 Days," New Delhi, Agra, Pushkar, Jaipur ", 1 to 99 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Wonderful Holidays,5 days,486,164318
239,Explorer,Royal Rajasthan Tour of 10 Days 9 Nights," Jaipur, Pushkar, Udaipur, Jaisalmer, Bikaner, Mandawa ", 1 to 92 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Kohinoor Holidays,10 days,"1,250",163818
240,In-depth Cultural,Leh & Ladakh Tour," Leh, Ladakh, Likir, Tingmosgang, Nubra Valley, Hunder, Diskit, Pangong Tso Lake, Shey, Hemis+2 more", 1 to 80 ,"Family, Group, Partially Guided+1 more",Golden Triangle India Tours,7 days,848,187030
241,Explorer,RANTHAMBORE NATIONAL PARK & BHARATUR  WITH GOLDEN TRIANGLE TOUR," New Delhi, Agra, Bharatpur, Ranthambore National Park, Jaipur ", 1 to 99 ,"Family, Safari, Private, Partially Guided, Christmas & New Year+2 more",Taj Holidays,8 days,995,169671
242,In-depth Cultural,Best India Golden Triangle Tour With Wildlife Bear & Elephant Rescue Conservation," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,6 days,553,185925
243,Explorer,"Yoga, Ganga & Tajmahal - Golden Triangle with Haridwar & Rishikesh  !!"," New Delhi, Jaipur, Abhaneri, Fatehpur Sikri, Agra, Haridwar, Rishikesh ", 5 to 90 ,"Family, Yoga, Health, Spa & Wellness, Private, Group, Fully Guided, Sightseeing, Historical, Christmas & New Year+7 more",MTA Destination Experts,9 days,488,126439
244,In-depth Cultural,7 Days Golden Triangle Tour," New Delhi, Delhi, Agra, Taj Mahal, Fatehpur Sikri, Jaipur ", 1 to 80 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Holidays At,7 days,635,135378
245,In-depth Cultural,North India Highlights," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 15 to 99 ,"Active Adventure, Family, Group, Fully Guided, Christmas & New Year+2 more",Intrepid Travel,9 days,"1,708",1786
246,In-depth Cultural,Golden Triangle Tour with Amritsar," New Delhi, Jaipur, Agra, Amritsar ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,9 days,609,81155
247,Safari,India Golden Triangle Tour with Tigers & Asiatic Lions," New Delhi, Agra, Ranthambhore National Park, Jaipur, Ahmedabad, Gir National Park+1 more", 15 to 90 ,"Family, Fully Guided, Christmas & New Year+1 more",Amazing India Tours,11 days,"1,229",205922
248,In-depth Cultural,"Golden Triangle Tour with Orchha, Khajuraho and Varanasi"," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,11 days,776,81386
249,Explorer,Golden Triangle Tour with Ranthambore," New Delhi, Agra, Ranthambore National Park, Jaipur ", 1 to 80 ,"Active Adventure, Family, Safari, Private, Partially Guided, Christmas & New Year+3 more",GeTS Holidays,8 days,"1,137",81277
250,In-depth Cultural,Rajasthan: Laneways & Local Villages," New Delhi, Mandawa, Jodhpur, Udaipur, Pushkar, Tordi, Jaipur, Agra ", 18 to 39 ,"Family, Group, Fully Guided, Historical, Christmas & New Year+3 more",G Adventures,15 days,623,205991
251,In-depth Cultural,Classic Golden Triangle : Delhi | Jaipur | Agra !!," New Delhi, Jaipur, Abhaneri, Fatehpur Sikri, Agra ", 5 to 90 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",MTA Destination Experts,5 days,284,149625
252,In-depth Cultural,Luxury India Golden Triangle Tour - 6 Days," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,861,185512
253,In-depth Cultural,Northern India Family Holiday," New Delhi, Agra, Fatehpur Sikri, Ranthambore National Park, Jaipur, Nawalgarh, Alsisar+1 more", 5 to 99 ,"Active Adventure, Family, Safari, Group, Fully Guided, Christmas & New Year+3 more",Intrepid Travel,10 days,"1,122",62998
254,In-depth Cultural,"Classic North India - Golden Triangle with Orchha, Khajuraho & Varanasi !!"," New Delhi, Jaipur, Abhaneri, Fatehpur Sikri, Agra, Orchha, Khajuraho, Prayagraj, Varanasi+1 more", 5 to 90 ,"Family, Temples, Private, Group, Fully Guided, Christmas & New Year+3 more",MTA Destination Experts,10 days,574,125841
255,In-depth Cultural,"Icons of India: The Taj, Tigers & Beyond"," New Delhi, Agra, Fatehpur Sikri, Ranthambore National Park, Jaipur ", 5 to 80 ,"Family, Tiger, Group, Fully Guided, Historical+2 more",Globus,10 days,"2,639",83772
256,Explorer,Best of Kerala," Kochi (Cochin), Munnar, Thekkady, Kumarakom, Alleppey ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,566,76490
257,In-depth Cultural,Introduction India Tour," New Delhi, Jaipur, Agra, Varanasi ", 5 to 95 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Himalayan Glacier Adventure and Travel Company,10 days,"4,999",162740
258,Safari,Adventures Ranthambore Wildlife Safari Tour from Delhi with Safari Rides," New Delhi, Ranthambore National Park ", 1 to 99 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Golden Triangle Tours Of India,3 days,399,139221
259,In-depth Cultural,Best India Golden Triangle  Tour With Taj Mahal Sunrise," New Delhi, Agra, Jaipur ", 15 to 70 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,369,142775
260,In-depth Cultural,Golden Triangle Tour With Varanasi - Holy Ganges 9 Days," New Delhi, Jaipur, Agra, Varanasi ", 1 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,738,166317
261,,Taj Mahal Overnight Tour From Delhi By Car," New Delhi, Agra, Fatehpur Sikri ", 1 to 90 ,"Family, Photography, Private, Group, Partially Guided, Christmas & New Year+4 more",Taj tour trips,2 days,207,184472
262,In-depth Cultural,Golden Triangle Tour with Goa," New Delhi, Agra, Jaipur, Goa ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,10 days,700,81080
263,In-depth Cultural,Best India Golden Triangle Tour  With Taj Mahal at Sunset," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,6 days,369,142773
264,In-depth Cultural,Golden Triangle Tour with Khajuraho & Holy Ganges - Varanasi," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,11 days,983,187351
265,In-depth Cultural,India's Best Golden Triangle Tour With Varanasi - Holy Ganges 9 Days," New Delhi, Agra, Jaipur, Varanasi ", 15 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,738,185260
266,In-depth Cultural,"Body, Mind & Soul - Golden Triangle with Varanasi & Amritsar !!"," New Delhi, Jaipur, Abhaneri, Fatehpur Sikri, Agra, Jhansi, Orchha, Khajuraho, Prayagraj, Varanasi, Amritsar+3 more", 5 to 90 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",MTA Destination Experts,11 days,707,126455
267,In-depth Cultural,"Luxury Golden Triangle Tour With Udaipur, Varanasi - Holy Ganges"," New Delhi, Varanasi, Agra, Jaipur, Udaipur ", 18 to 100 ,"Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,"1,537",190762
268,In-depth Cultural,"Golden Triangle Tour with Jodhpur, Udaipur  & Mumbai"," New Delhi, Agra, Jaipur, Jodhpur, Udaipur, Mumbai ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,11 days,"1,109",81378
269,In-depth Cultural,Luxury India's Golden Triangle Tour with Shimla With Toy Train," New Delhi, Agra, Jaipur, Shimla ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,"1,844",187982
270,In-depth Cultural,Luxury Golden Triangle Tour with Amritsar," New Delhi, Jaipur, Agra, Amritsar ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,9 days,981,81151
271,In-depth Cultural,Cultural Golden Triangle Tour of India - 6 Days," New Delhi, Agra, Jaipur ", 1 to 90 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,6 days,485,95938
272,In-depth Cultural,Super Saver Golden Triangle Tour with Varanasi," New Delhi, Agra, Jaipur, Varanasi ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,8 days,823,81221
273,In-depth Cultural,Golden Triangle Tour with Varanasi," New Delhi, Agra, Jaipur, Varanasi ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,668,81232
274,In-depth Cultural,"Royal Rajasthan with Taj Mahal,Forts and Palaces"," New Delhi, Agra, Jaipur, Pushkar, Udaipur, Ranakpur, Jodhpur, Jaisalmer ", 18 to 85 ,"Private, Fully Guided, Explorer, Christmas & New Year+2 more",Swastik India Journeys,10 days,692,88879
275,Active Adventure,Highlights of Northern India," New Delhi, Jaipur, Ranthambore National Park, Fatehpur Sikri, Agra, Varanasi ", 16 to 99 ,"Safari, Wildlife, Private, Group, Fully Guided, Christmas & New Year+3 more",Exodus Travels,9 days,"1,779",33165
276,Explorer,Exotic India Golden Triangle Tour with Ranthambore National Park with Taj Mahal sunrise," New Delhi, Agra, Ranthambhore National Park, Jaipur ", 15 to 100 ,"Family, Safari, Private, Group, Partially Guided, Christmas & New Year+3 more",Amazing India Tours,9 days,615,214128
277,Wildlife,"Heart of India: Tigers, Temples & Taj Mahal Luxury Tour - 11 Days"," New Delhi, Agra, Ranthambhore National Park, Jaipur, Varanasi ", 15 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,11 days,"1,229",187379
278,In-depth Cultural,Luxury India's Golden Triangle Tour -  8 Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,983,191101
279,In-depth Cultural,India's Golden Triangle Tour Starting From Mumbai - 8 Days," Mumbai, New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,983,186617
280,Active Adventure,India Golden Triangle Tour With Goa & Beaches 9 Days," New Delhi, Agra, Jaipur, Goa ", 15 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,861,217174
281,In-depth Cultural,India's Golden Triangle Journey With  Varanasi - 9 Days," New Delhi, Jaipur, Agra, Varanasi ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,861,193337
282,In-depth Cultural,Beauty of Himachal Tour - 7 Days," New Delhi, Shimla, Manali ", 15 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,7 days,615,185754
283,In-depth Cultural,India Heritage Tour 5 Star Holi Special," Delhi, Jaipur, Agra, Khajuraho, Varanasi ", 1 to 99 ,"Partially Guided, Historical, Christmas & New Year+2 more",Wanderful Holidays LLC,10 days,"1,499",232014
284,In-depth Cultural,Golden Foothills," Amritsar, Dharamsala, McLeod Ganj, Pragpur, Garli, Shimla, Kalka, New Delhi ", 8 to 95 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Encounters Travel,10 days,"1,785",103714
285,In-depth Cultural,Luxury India Golden Triangle Tour with Ranthambhore National Park," New Delhi, Agra, Ranthambore National Park, Jaipur ", 18 to 100 ,"Private, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,9 days,"1,229",190764
286,Explorer,India Cultural Golden Triangle With Wild Tiger," New Delhi, Agra, Ranthambhore National Park, Jaipur ", 18 to 100 ,"Private, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,8 days,615,191153
287,In-depth Cultural,Super Saver Golden Triangle with Mumbai," New Delhi, Agra, Taj Mahal, Fatehpur Sikri, Jaipur, Elephanta Island, Mumbai ", 1 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,902,88428
288,In-depth Cultural,"Golden Triangle, Supersaver"," New Delhi, Jaipur, Agra ", 10 to 99 ,"Family, Group, Partially Guided, Historical+2 more",Le Passage to India,6 days,334,147475
289,In-depth Cultural,Luxury Golden Triangle - Mesmerizing Stay in Samode & Neemrana (Royal Heritage Palaces)," New Delhi, Agra, Fatehpur Sikri, Samod, Jaipur, Neemrana ", 1 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,"1,731",81067
290,In-depth Cultural,Golden Triangle Tour with Royal Stay at Fort," New Delhi, Agra, Jaipur ", 18 to 85 ,"Private, Fully Guided, Christmas & New Year+1 more",Swastik India Journeys,6 days,295,102959
291,Explorer,Golden Triangle Tour with Ranthambore (Wildlife) and Spiritual Varanasi," New Delhi, Agra, Taj Mahal, Fatehpur Sikri, Ranthambore National Park, Jaipur, Varanasi+1 more", 1 to 80 ,"Family, Safari, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,10 days,829,104624
292,In-depth Cultural,Golden Triangle with Amritsar," New Delhi, Agra, Jaipur, Amritsar ", 18 to 85 ,"Private, Fully Guided, Explorer, Historical, Christmas & New Year+3 more",Swastik India Journeys,8 days,325,110536
293,Explorer,Golden Triangle with Ranthambore Tour," New Delhi, Delhi, Agra, Taj Mahal, Fatehpur Sikri, Sawai Madhopur, Ranthambore National Park, Ranthambhore National Park, Jaipur+3 more", 1 to 80 ,"Active Adventure, Family, Safari, Private, Group, Fully Guided, Christmas & New Year+4 more",Holidays At,9 days,"1,035",119334
294,In-depth Cultural,Beautiful Kerala 5 Nights," Kochi (Cochin), Munnar, Thekkady, Alleppey ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Kerala Holiday Club,6 days,279,175430
295,In-depth Cultural,India's Budget Golden Triangle Tour - 6 Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,430,185953
296,In-depth Cultural,Golden Triangle Tour With Udaipur and Pushkar - 9 Days," New Delhi, Agra, Jaipur, Udaipur, Pushkar ", 15 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,983,186597
297,In-depth Cultural,India's Golden Triangle Tour with Shimla  - 10 Days," New Delhi, Agra, Jaipur, Shimla ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,983,187978
298,In-depth Cultural,India's Golden Triangle Tour with Corbett National Park - 8 Days," New Delhi, Agra, Jaipur, Jim Corbett National Park ", 15 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,"1,229",187992
299,Explorer,Luxury India Golden Triangle Tour with Tigers and Leopards -10 Days," New Delhi, Agra, Ranthambhore National Park, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,10 days,"1,537",221603
300,Explorer,India Cultural Golden Triangle With Wild Tigers Tour - 8 Days," New Delhi, Agra, Ranthambhore National Park, Jaipur ", 18 to 100 ,"Group, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,8 days,553,191152
301,In-depth Cultural,Classic Golden Triangle Tour - 5 Days," New Delhi, Agra, Jaipur ", 18 to 100 ,"Private, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,5 days,338,191149
302,Explorer,India Golden Triangle Tour with Lord Krishna - 6 Days," New Delhi, Agra, Jaipur, Mathura ", 15 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,7 days,615,217168
303,In-depth Cultural,Luxury Golden Triangle With Udaipur - 9 days," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 15 to 90 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,983,190759
304,In-depth Cultural,Golden Triangle Tour with Udaipur," New Delhi, Agra, Jaipur, Udaipur ", 5 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Swastik India Journeys,7 days,568,88877
305,Active Adventure,Paradise On Earth - Ladakh And Kashmir," Leh, Nubra Valley, Pangong Tso Lake, Lamayuru, Kargil, Srinagar ", 5 to 95 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",MTA Destination Experts,11 days,"1,104",196711
306,In-depth Cultural,11- Day Epic Journey Through West & Central India from Jaipur to Varanasi," Jaipur, Agra, Gwalior, Orchha, Khajuraho, Varanasi ", 7 to 80 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",IHCT Heritage & Adventure  Tours,11 days,"2,100",112080
307,Explorer,North India Family Adventure - 10 Days," Delhi, Agra, Taj Mahal, Bharatpur, Ranthambore National Park, Pachewar, Jaipur ", 18 to 70 ,"Active Adventure, Family, Group, Fully Guided+1 more",On The Go Tours,10 days,"1,296",228736
308,Explorer,India – Leh Ladakh Adventure," Delhi, Leh, Nubra Valley, Diskit, Pangong Tso Lake ", 18 to 60 ,"Group, Partially Guided, Historical, Christmas & New Year+2 more",Bucket List Group Travel LLC,7 days,"2,590",231398
309,In-depth Cultural,The Temple Run," Chennai (Madras), Mahabalipuram, Puducherry, Thanjavur, Madurai ", 1 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Bout India,7 days,950,205651
310,In-depth Cultural,Best of North India with Mumbai," New Delhi, Agra, Jaipur, Varanasi, Mumbai ", 1 to 90 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,10 days,795,80882
311,In-depth Cultural,Private Luxury Golden Triangle Tour- 7 Days Tour," New Delhi, Agra, Jaipur ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Raj Tour & Travel,7 days,529,136850
312,In-depth Cultural,India's Golden Triangle Tour With Taj Mahal Sunrise - 5Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,5 days,492,193330
313,In-depth Cultural,Golden Triangle Tour With Udaipur - 9 Days," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 15 to 100 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,738,190760
314,Active Adventure,Best India Golden Triangle With Varanasi - ALL INCLUSIVE," New Delhi, Jaipur, Agra, Varanasi ", 15 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,811,227334
315,In-depth Cultural,Exotic India Golden Triangle with Varanasi - Holy Ganges," New Delhi, Jaipur, Agra, Varanasi ", 15 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,615,214131
316,In-depth Cultural,Luxury India's Golden Triangle Tour - 6 Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,5 days,615,191098
317,In-depth Cultural,Delhi - Agra - Jaipur - Delhi Tour  - 5 Days," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,5 days,430,191148
318,In-depth Cultural,Fascinating Kerala," Kochi (Cochin), Munnar, Kumarakom ", 10 to 99 ,"Family, Group, Partially Guided, Explorer+2 more",Le Passage to India,6 days,638,103837
319,In-depth Cultural,Golden Triangle with Goa & Mumbai," New Delhi, Agra, Fatehpur Sikri, Abhaneri, Jaipur, Goa, Mumbai ", 5 to 89 ,"Beach, Family, Private, Group, Partially Guided, Christmas & New Year+3 more",MTA Destination Experts,10 days,772,196356
320,In-depth Cultural,Classical South India - Tamilnadu And Kerala (All Inclusive)," Chennai (Madras), Mahabalipuram, Puducherry, Gangai Konda Cholapuram, Darasuram, Thanjavur, Trichy, Kanadukathan, Madurai, Periyar National Park, Kumarakom, Kochi (Cochin)+8 more", 6 to 95 ,"Family, Custom, Private, Group, Fully Guided, Christmas & New Year+3 more",MTA Destination Experts,9 days,574,144156
